partner,cover,room_count,pricing_zone,cover_monthly_price,cover_monthly_price_excl_tax,cover_monthly_price_tax
demo,CATNAT,4,ZDDEF10C3-ZINCFACC-ZVOLFACA,2.70072,2.47772,0.22300
demo,CATNAT,4,ZDDEF10C3-ZINCFACB-ZVOLFDCD,3.19175,2.92821,0.26354
demo,CATNAT,4,ZDDEF10C3-ZINCFACB-ZVOLFCCC,3.04284,2.79159,0.25124
demo,CATNAT,4,ZDDEF10C3-ZINCFACB-ZVOLFBCB,2.83143,2.59764,0.23379
demo,CATNAT,4,ZDDEF10C3-ZINCFACB-ZVOLFACA,2.68705,2.46518,0.22187
demo,CATNAT,4,ZDDEF10C3-ZINCFACA-ZVOLFDCD,3.14219,2.88274,0.25945
demo,CATNAT,4,ZDDEF10C3-ZINCFACA-ZVOLFCCC,2.99327,2.74612,0.24715
demo,CATNAT,4,ZDDEF10C3-ZINCFACA-ZVOLFBCB,2.78186,2.55217,0.22969
demo,CATNAT,4,ZDDEF10C3-ZINCFACA-ZVOLFACA,2.63749,2.41971,0.21777
demo,CATNAT,4,ZDDEF10C2-ZINCFBCC-ZVOLFDCD,2.99637,2.74897,0.24741
demo,CATNAT,4,ZDDEF10C2-ZINCFBCC-ZVOLFCCC,2.84746,2.61235,0.23511
demo,CATNAT,4,ZDDEF10C2-ZINCFBCC-ZVOLFBCB,2.63605,2.41839,0.21766
demo,CATNAT,4,ZDDEF10C2-ZINCFBCC-ZVOLFACA,2.49167,2.28593,0.20573
demo,CATNAT,4,ZDDEF10C2-ZINCFBCB-ZVOLFDCD,2.98430,2.73789,0.24641
demo,CATNAT,4,ZDDEF10C2-ZINCFBCB-ZVOLFCCC,2.83539,2.60127,0.23411
demo,CATNAT,4,ZDDEF10C2-ZINCFBCB-ZVOLFBCB,2.62398,2.40732,0.21666
demo,CATNAT,4,ZDDEF10C2-ZINCFBCB-ZVOLFACA,2.47960,2.27486,0.20474
demo,CATNAT,4,ZDDEF10C2-ZINCFBCA-ZVOLFDCD,2.94054,2.69774,0.24280
demo,CATNAT,4,ZDDEF10C2-ZINCFBCA-ZVOLFCCC,2.79162,2.56112,0.23050
demo,CATNAT,4,ZDDEF10C2-ZINCFBCA-ZVOLFBCB,2.58021,2.36717,0.21305
demo,CATNAT,4,ZDDEF10C2-ZINCFBCA-ZVOLFACA,2.43583,2.23471,0.20112
demo,CATNAT,4,ZDDEF10C2-ZINCFACC-ZVOLFDCD,3.06389,2.81091,0.25298
demo,CATNAT,4,ZDDEF10C2-ZINCFACC-ZVOLFCCC,2.91498,2.67429,0.24069
demo,CATNAT,4,ZDDEF10C2-ZINCFACC-ZVOLFBCB,2.70357,2.48034,0.22323
demo,CATNAT,4,ZDDEF10C2-ZINCFACC-ZVOLFACA,2.55919,2.34788,0.21131
demo,CATNAT,4,ZDDEF10C2-ZINCFACB-ZVOLFDCD,3.05023,2.79837,0.25185
demo,CATNAT,4,ZDDEF10C2-ZINCFACB-ZVOLFCCC,2.90131,2.66175,0.23956
demo,CATNAT,4,ZDDEF10C2-ZINCFACB-ZVOLFBCB,2.68990,2.46780,0.22210
demo,CATNAT,4,ZDDEF10C2-ZINCFACB-ZVOLFACA,2.54552,2.33534,0.21018
demo,CATNAT,4,ZDDEF10C2-ZINCFACA-ZVOLFDCD,3.00066,2.75290,0.24776
demo,CATNAT,4,ZDDEF10C2-ZINCFACA-ZVOLFCCC,2.85175,2.61628,0.23547
demo,CATNAT,4,ZDDEF10C2-ZINCFACA-ZVOLFBCB,2.64034,2.42233,0.21801
demo,CATNAT,4,ZDDEF10C2-ZINCFACA-ZVOLFACA,2.49596,2.28987,0.20609
demo,CATNAT,4,ZDDEF10C1-ZINCFBCC-ZVOLFDCD,2.81471,2.58230,0.23241
demo,CATNAT,4,ZDDEF10C1-ZINCFBCC-ZVOLFCCC,2.66579,2.44568,0.22011
demo,CATNAT,4,ZDDEF10C1-ZINCFBCC-ZVOLFBCB,2.45438,2.25173,0.20266
demo,CATNAT,4,ZDDEF10C1-ZINCFBCC-ZVOLFACA,2.31001,2.11927,0.19073
demo,CATNAT,4,ZDDEF10C1-ZINCFBCB-ZVOLFDCD,2.80264,2.57123,0.23141
demo,CATNAT,4,ZDDEF10C1-ZINCFBCB-ZVOLFCCC,2.65373,2.43461,0.21911
demo,CATNAT,4,ZDDEF10C1-ZINCFBCB-ZVOLFBCB,2.44232,2.24066,0.20166
demo,CATNAT,4,ZDDEF10C1-ZINCFBCB-ZVOLFACA,2.29794,2.10820,0.18974
demo,CATNAT,4,ZDDEF10C1-ZINCFBCA-ZVOLFDCD,2.75887,2.53108,0.22780
demo,CATNAT,4,ZDDEF10C1-ZINCFBCA-ZVOLFCCC,2.60996,2.39446,0.21550
demo,CATNAT,4,ZDDEF10C1-ZINCFBCA-ZVOLFBCB,2.39855,2.20051,0.19805
demo,CATNAT,4,ZDDEF10C1-ZINCFBCA-ZVOLFACA,2.25417,2.06805,0.18612
demo,CATNAT,4,ZDDEF10C1-ZINCFACC-ZVOLFDCD,2.88223,2.64425,0.23798
demo,CATNAT,4,ZDDEF10C1-ZINCFACC-ZVOLFCCC,2.73331,2.50763,0.22569
demo,CATNAT,4,ZDDEF10C1-ZINCFACC-ZVOLFBCB,2.52190,2.31367,0.20823
demo,CATNAT,4,ZDDEF10C1-ZINCFACC-ZVOLFACA,2.37753,2.18122,0.19631
demo,CATNAT,4,ZDDEF10C1-ZINCFACB-ZVOLFDCD,2.86856,2.63171,0.23685
demo,CATNAT,4,ZDDEF10C1-ZINCFACB-ZVOLFCCC,2.71965,2.49509,0.22456
demo,CATNAT,4,ZDDEF10C1-ZINCFACB-ZVOLFBCB,2.50824,2.30114,0.20710
demo,CATNAT,4,ZDDEF10C1-ZINCFACB-ZVOLFACA,2.36386,2.16868,0.19518
demo,CATNAT,4,ZDDEF10C1-ZINCFACA-ZVOLFDCD,2.81900,2.58624,0.23276
demo,CATNAT,4,ZDDEF10C1-ZINCFACA-ZVOLFCCC,2.67008,2.44962,0.22047
demo,CATNAT,4,ZDDEF10C1-ZINCFACA-ZVOLFBCB,2.45867,2.25566,0.20301
demo,CATNAT,4,ZDDEF10C1-ZINCFACA-ZVOLFACA,2.31429,2.12321,0.19109
demo,CATNAT,3,ZDDEF9C3-ZINCFBCC-ZVOLFDCD,2.28440,2.09578,0.18862
demo,CATNAT,3,ZDDEF9C3-ZINCFBCC-ZVOLFCCC,2.17963,1.99966,0.17997
demo,CATNAT,3,ZDDEF9C3-ZINCFBCC-ZVOLFBCB,2.03090,1.86321,0.16769
demo,CATNAT,3,ZDDEF9C3-ZINCFBCC-ZVOLFACA,1.92932,1.77002,0.15930
demo,CATNAT,3,ZDDEF9C3-ZINCFBCB-ZVOLFDCD,2.27562,2.08772,0.18790
demo,CATNAT,3,ZDDEF9C3-ZINCFBCB-ZVOLFCCC,2.17085,1.99161,0.17924
demo,CATNAT,3,ZDDEF9C3-ZINCFBCB-ZVOLFBCB,2.02212,1.85516,0.16696
demo,CATNAT,3,ZDDEF9C3-ZINCFBCB-ZVOLFACA,1.92054,1.76197,0.15858
demo,CATNAT,3,ZDDEF9C3-ZINCFBCA-ZVOLFDCD,2.24378,2.05852,0.18527
demo,CATNAT,3,ZDDEF9C3-ZINCFBCA-ZVOLFCCC,2.13902,1.96240,0.17662
demo,CATNAT,3,ZDDEF9C3-ZINCFBCA-ZVOLFBCB,1.99029,1.82595,0.16434
demo,CATNAT,3,ZDDEF9C3-ZINCFBCA-ZVOLFACA,1.88871,1.73276,0.15595
demo,CATNAT,3,ZDDEF9C3-ZINCFACC-ZVOLFDCD,2.33351,2.14083,0.19268
demo,CATNAT,3,ZDDEF9C3-ZINCFACC-ZVOLFCCC,2.22874,2.04471,0.18402
demo,CATNAT,3,ZDDEF9C3-ZINCFACC-ZVOLFBCB,2.08001,1.90826,0.17174
demo,CATNAT,3,ZDDEF9C3-ZINCFACC-ZVOLFACA,1.97843,1.81508,0.16336
demo,CATNAT,3,ZDDEF9C3-ZINCFACB-ZVOLFDCD,2.32356,2.13171,0.19185
demo,CATNAT,3,ZDDEF9C3-ZINCFACB-ZVOLFCCC,2.21880,2.03559,0.18320
demo,CATNAT,3,ZDDEF9C3-ZINCFACB-ZVOLFBCB,2.07007,1.89914,0.17092
demo,CATNAT,3,ZDDEF9C3-ZINCFACB-ZVOLFACA,1.96849,1.80596,0.16254
demo,CATNAT,3,ZDDEF9C3-ZINCFACA-ZVOLFDCD,2.28751,2.09864,0.18888
demo,CATNAT,3,ZDDEF9C3-ZINCFACA-ZVOLFCCC,2.18275,2.00252,0.18023
demo,CATNAT,3,ZDDEF9C3-ZINCFACA-ZVOLFBCB,2.03402,1.86607,0.16795
demo,CATNAT,3,ZDDEF9C3-ZINCFACA-ZVOLFACA,1.93244,1.77288,0.15956
demo,CATNAT,3,ZDDEF9C2-ZINCFBCC-ZVOLFDCD,2.18033,2.00031,0.18003
demo,CATNAT,3,ZDDEF9C2-ZINCFBCC-ZVOLFCCC,2.07557,1.90419,0.17138
demo,CATNAT,3,ZDDEF9C2-ZINCFBCC-ZVOLFBCB,1.92683,1.76774,0.15910
demo,CATNAT,3,ZDDEF9C2-ZINCFBCC-ZVOLFACA,1.82526,1.67455,0.15071
demo,CATNAT,3,ZDDEF9C2-ZINCFBCB-ZVOLFDCD,2.17156,1.99225,0.17930
demo,CATNAT,3,ZDDEF9C2-ZINCFBCB-ZVOLFCCC,2.06679,1.89614,0.17065
demo,CATNAT,3,ZDDEF9C2-ZINCFBCB-ZVOLFBCB,1.91806,1.75969,0.15837
demo,CATNAT,3,ZDDEF9C2-ZINCFBCB-ZVOLFACA,1.81648,1.66650,0.14999
demo,CATNAT,3,ZDDEF9C2-ZINCFBCA-ZVOLFDCD,2.13972,1.96305,0.17667
demo,CATNAT,3,ZDDEF9C2-ZINCFBCA-ZVOLFCCC,2.03496,1.86693,0.16802
demo,CATNAT,3,ZDDEF9C2-ZINCFBCA-ZVOLFBCB,1.88622,1.73048,0.15574
demo,CATNAT,3,ZDDEF9C2-ZINCFBCA-ZVOLFACA,1.78465,1.63729,0.14736
demo,CATNAT,3,ZDDEF9C2-ZINCFACC-ZVOLFDCD,2.22944,2.04536,0.18408
demo,CATNAT,3,ZDDEF9C2-ZINCFACC-ZVOLFCCC,2.12468,1.94924,0.17543
demo,CATNAT,3,ZDDEF9C2-ZINCFACC-ZVOLFBCB,1.97595,1.81279,0.16315
demo,CATNAT,3,ZDDEF9C2-ZINCFACC-ZVOLFACA,1.87437,1.71961,0.15476
demo,CATNAT,3,ZDDEF9C2-ZINCFACB-ZVOLFDCD,2.21950,2.03624,0.18326
demo,CATNAT,3,ZDDEF9C2-ZINCFACB-ZVOLFCCC,2.11474,1.94012,0.17461
demo,CATNAT,3,ZDDEF9C2-ZINCFACB-ZVOLFBCB,1.96600,1.80367,0.16233
demo,CATNAT,3,ZDDEF9C2-ZINCFACB-ZVOLFACA,1.86443,1.71049,0.15394
demo,CATNAT,3,ZDDEF9C2-ZINCFACA-ZVOLFDCD,2.18345,2.00317,0.18029
demo,CATNAT,3,ZDDEF9C2-ZINCFACA-ZVOLFCCC,2.07869,1.90705,0.17163
demo,CATNAT,3,ZDDEF9C2-ZINCFACA-ZVOLFBCB,1.92995,1.77060,0.15935
demo,CATNAT,3,ZDDEF9C2-ZINCFACA-ZVOLFACA,1.82838,1.67741,0.15097
demo,CATNAT,3,ZDDEF9C1-ZINCFBCC-ZVOLFDCD,2.04676,1.87776,0.16900
demo,CATNAT,3,ZDDEF9C1-ZINCFBCC-ZVOLFCCC,1.94199,1.78165,0.16035
demo,CATNAT,3,ZDDEF9C1-ZINCFBCC-ZVOLFBCB,1.79326,1.64519,0.14807
demo,CATNAT,3,ZDDEF9C1-ZINCFBCC-ZVOLFACA,1.69169,1.55201,0.13968
demo,CATNAT,3,ZDDEF9C1-ZINCFBCB-ZVOLFDCD,2.03798,1.86971,0.16827
demo,CATNAT,3,ZDDEF9C1-ZINCFBCB-ZVOLFCCC,1.93322,1.77359,0.15962
demo,CATNAT,3,ZDDEF9C1-ZINCFBCB-ZVOLFBCB,1.78448,1.63714,0.14734
demo,CATNAT,3,ZDDEF9C1-ZINCFBCB-ZVOLFACA,1.68291,1.54395,0.13896
demo,CATNAT,3,ZDDEF9C1-ZINCFBCA-ZVOLFDCD,2.00615,1.84051,0.16565
demo,CATNAT,3,ZDDEF9C1-ZINCFBCA-ZVOLFCCC,1.90138,1.74439,0.15699
demo,CATNAT,3,ZDDEF9C1-ZINCFBCA-ZVOLFBCB,1.75265,1.60794,0.14471
demo,CATNAT,3,ZDDEF9C1-ZINCFBCA-ZVOLFACA,1.65108,1.51475,0.13633
demo,CATNAT,3,ZDDEF9C1-ZINCFACC-ZVOLFDCD,2.09587,1.92282,0.17305
demo,CATNAT,3,ZDDEF9C1-ZINCFACC-ZVOLFCCC,1.99110,1.82670,0.16440
demo,CATNAT,3,ZDDEF9C1-ZINCFACC-ZVOLFBCB,1.84237,1.69025,0.15212
demo,CATNAT,3,ZDDEF9C1-ZINCFACC-ZVOLFACA,1.74080,1.59706,0.14374
demo,CATNAT,3,ZDDEF9C1-ZINCFACB-ZVOLFDCD,2.08593,1.91370,0.17223
demo,CATNAT,3,ZDDEF9C1-ZINCFACB-ZVOLFCCC,1.98116,1.81758,0.16358
demo,CATNAT,3,ZDDEF9C1-ZINCFACB-ZVOLFBCB,1.83243,1.68113,0.15130
demo,CATNAT,3,ZDDEF9C1-ZINCFACB-ZVOLFACA,1.73086,1.58794,0.14291
demo,CATNAT,3,ZDDEF9C1-ZINCFACA-ZVOLFDCD,2.04988,1.88062,0.16926
demo,CATNAT,3,ZDDEF9C1-ZINCFACA-ZVOLFCCC,1.94511,1.78451,0.16061
demo,CATNAT,3,ZDDEF9C1-ZINCFACA-ZVOLFBCB,1.79638,1.64806,0.14833
demo,CATNAT,3,ZDDEF9C1-ZINCFACA-ZVOLFACA,1.69481,1.55487,0.13994
demo,CATNAT,3,ZDDEF8C3-ZINCFBCC-ZVOLFDCD,2.21624,2.03325,0.18299
demo,CATNAT,3,ZDDEF8C3-ZINCFBCC-ZVOLFCCC,2.11148,1.93714,0.17434
demo,CATNAT,3,ZDDEF8C3-ZINCFBCC-ZVOLFBCB,1.96275,1.80068,0.16206
demo,CATNAT,3,ZDDEF8C3-ZINCFBCC-ZVOLFACA,1.86117,1.70750,0.15368
demo,CATNAT,3,ZDDEF8C3-ZINCFBCB-ZVOLFDCD,2.20747,2.02520,0.18227
demo,CATNAT,3,ZDDEF8C3-ZINCFBCB-ZVOLFCCC,2.10270,1.92908,0.17362
demo,CATNAT,3,ZDDEF8C3-ZINCFBCB-ZVOLFBCB,1.95397,1.79263,0.16134
demo,CATNAT,3,ZDDEF8C3-ZINCFBCB-ZVOLFACA,1.85239,1.69944,0.15295
demo,CATNAT,3,ZDDEF8C3-ZINCFBCA-ZVOLFDCD,2.17563,1.99599,0.17964
demo,CATNAT,3,ZDDEF8C3-ZINCFBCA-ZVOLFCCC,2.07087,1.89988,0.17099
demo,CATNAT,3,ZDDEF8C3-ZINCFBCA-ZVOLFBCB,1.92214,1.76343,0.15871
demo,CATNAT,3,ZDDEF8C3-ZINCFBCA-ZVOLFACA,1.82056,1.67024,0.15032
demo,CATNAT,3,ZDDEF8C3-ZINCFACC-ZVOLFDCD,2.26535,2.07831,0.18705
demo,CATNAT,3,ZDDEF8C3-ZINCFACC-ZVOLFCCC,2.16059,1.98219,0.17840
demo,CATNAT,3,ZDDEF8C3-ZINCFACC-ZVOLFBCB,2.01186,1.84574,0.16612
demo,CATNAT,3,ZDDEF8C3-ZINCFACC-ZVOLFACA,1.91028,1.75255,0.15773
demo,CATNAT,3,ZDDEF8C3-ZINCFACB-ZVOLFDCD,2.25541,2.06919,0.18623
demo,CATNAT,3,ZDDEF8C3-ZINCFACB-ZVOLFCCC,2.15065,1.97307,0.17758
demo,CATNAT,3,ZDDEF8C3-ZINCFACB-ZVOLFBCB,2.00191,1.83662,0.16530
demo,CATNAT,3,ZDDEF8C3-ZINCFACB-ZVOLFACA,1.90034,1.74343,0.15691
demo,CATNAT,3,ZDDEF8C3-ZINCFACA-ZVOLFDCD,2.21936,2.03611,0.18325
demo,CATNAT,3,ZDDEF8C3-ZINCFACA-ZVOLFCCC,2.11460,1.94000,0.17460
demo,CATNAT,3,ZDDEF8C3-ZINCFACA-ZVOLFBCB,1.96587,1.80355,0.16232
demo,CATNAT,3,ZDDEF8C3-ZINCFACA-ZVOLFACA,1.86429,1.71036,0.15393
demo,CATNAT,3,ZDDEF8C2-ZINCFBCC-ZVOLFDCD,2.11735,1.94252,0.17483
demo,CATNAT,3,ZDDEF8C2-ZINCFBCC-ZVOLFCCC,2.01258,1.84641,0.16618
demo,CATNAT,3,ZDDEF8C2-ZINCFBCC-ZVOLFBCB,1.86385,1.70996,0.15390
demo,CATNAT,3,ZDDEF8C2-ZINCFBCC-ZVOLFACA,1.76228,1.61677,0.14551
demo,CATNAT,3,ZDDEF8C2-ZINCFBCB-ZVOLFDCD,2.10857,1.93447,0.17410
demo,CATNAT,3,ZDDEF8C2-ZINCFBCB-ZVOLFCCC,2.00381,1.83835,0.16545
demo,CATNAT,3,ZDDEF8C2-ZINCFBCB-ZVOLFBCB,1.85507,1.70190,0.15317
demo,CATNAT,3,ZDDEF8C2-ZINCFBCB-ZVOLFACA,1.75350,1.60872,0.14478
demo,CATNAT,3,ZDDEF8C2-ZINCFBCA-ZVOLFDCD,2.07674,1.90527,0.17147
demo,CATNAT,3,ZDDEF8C2-ZINCFBCA-ZVOLFCCC,1.97197,1.80915,0.16282
demo,CATNAT,3,ZDDEF8C2-ZINCFBCA-ZVOLFBCB,1.82324,1.67270,0.15054
demo,CATNAT,3,ZDDEF8C2-ZINCFBCA-ZVOLFACA,1.72167,1.57951,0.14216
demo,CATNAT,3,ZDDEF8C2-ZINCFACC-ZVOLFDCD,2.16646,1.98758,0.17888
demo,CATNAT,3,ZDDEF8C2-ZINCFACC-ZVOLFCCC,2.06169,1.89146,0.17023
demo,CATNAT,3,ZDDEF8C2-ZINCFACC-ZVOLFBCB,1.91296,1.75501,0.15795
demo,CATNAT,3,ZDDEF8C2-ZINCFACC-ZVOLFACA,1.81139,1.66182,0.14956
demo,CATNAT,3,ZDDEF8C2-ZINCFACB-ZVOLFDCD,2.15652,1.97846,0.17806
demo,CATNAT,3,ZDDEF8C2-ZINCFACB-ZVOLFCCC,2.05175,1.88234,0.16941
demo,CATNAT,3,ZDDEF8C2-ZINCFACB-ZVOLFBCB,1.90302,1.74589,0.15713
demo,CATNAT,3,ZDDEF8C2-ZINCFACB-ZVOLFACA,1.80145,1.65270,0.14874
demo,CATNAT,3,ZDDEF8C2-ZINCFACA-ZVOLFDCD,2.12047,1.94538,0.17509
demo,CATNAT,3,ZDDEF8C2-ZINCFACA-ZVOLFCCC,2.01570,1.84927,0.16643
demo,CATNAT,3,ZDDEF8C2-ZINCFACA-ZVOLFBCB,1.86697,1.71282,0.15415
demo,CATNAT,3,ZDDEF8C2-ZINCFACA-ZVOLFACA,1.76540,1.61963,0.14577
demo,CATNAT,3,ZDDEF8C1-ZINCFBCC-ZVOLFDCD,1.99041,1.82607,0.16435
demo,CATNAT,3,ZDDEF8C1-ZINCFBCC-ZVOLFCCC,1.88565,1.72995,0.15570
demo,CATNAT,3,ZDDEF8C1-ZINCFBCC-ZVOLFBCB,1.73691,1.59350,0.14341
demo,CATNAT,3,ZDDEF8C1-ZINCFBCC-ZVOLFACA,1.63534,1.50031,0.13503
demo,CATNAT,3,ZDDEF8C1-ZINCFBCB-ZVOLFDCD,1.98163,1.81801,0.16362
demo,CATNAT,3,ZDDEF8C1-ZINCFBCB-ZVOLFCCC,1.87687,1.72190,0.15497
demo,CATNAT,3,ZDDEF8C1-ZINCFBCB-ZVOLFBCB,1.72813,1.58544,0.14269
demo,CATNAT,3,ZDDEF8C1-ZINCFBCB-ZVOLFACA,1.62656,1.49226,0.13430
demo,CATNAT,3,ZDDEF8C1-ZINCFBCA-ZVOLFDCD,1.94980,1.78881,0.16099
demo,CATNAT,3,ZDDEF8C1-ZINCFBCA-ZVOLFCCC,1.84503,1.69269,0.15234
demo,CATNAT,3,ZDDEF8C1-ZINCFBCA-ZVOLFBCB,1.69630,1.55624,0.14006
demo,CATNAT,3,ZDDEF8C1-ZINCFBCA-ZVOLFACA,1.59473,1.46305,0.13168
demo,CATNAT,3,ZDDEF8C1-ZINCFACC-ZVOLFDCD,2.03952,1.87112,0.16840
demo,CATNAT,3,ZDDEF8C1-ZINCFACC-ZVOLFCCC,1.93475,1.77500,0.15975
demo,CATNAT,3,ZDDEF8C1-ZINCFACC-ZVOLFBCB,1.78602,1.63855,0.14747
demo,CATNAT,3,ZDDEF8C1-ZINCFACC-ZVOLFACA,1.68445,1.54537,0.13908
demo,CATNAT,3,ZDDEF8C1-ZINCFACB-ZVOLFDCD,2.02958,1.86200,0.16758
demo,CATNAT,3,ZDDEF8C1-ZINCFACB-ZVOLFCCC,1.92481,1.76588,0.15893
demo,CATNAT,3,ZDDEF8C1-ZINCFACB-ZVOLFBCB,1.77608,1.62943,0.14665
demo,CATNAT,3,ZDDEF8C1-ZINCFACB-ZVOLFACA,1.67451,1.53625,0.13826
demo,CATNAT,3,ZDDEF8C1-ZINCFACA-ZVOLFDCD,1.99353,1.82893,0.16460
demo,CATNAT,3,ZDDEF8C1-ZINCFACA-ZVOLFCCC,1.88876,1.73281,0.15595
demo,CATNAT,3,ZDDEF8C1-ZINCFACA-ZVOLFBCB,1.74003,1.59636,0.14367
demo,CATNAT,3,ZDDEF8C1-ZINCFACA-ZVOLFACA,1.63846,1.50317,0.13529
demo,CATNAT,3,ZDDEF7C3-ZINCFBCC-ZVOLFDCD,2.04617,1.87722,0.16895
demo,CATNAT,3,ZDDEF7C3-ZINCFBCC-ZVOLFCCC,1.94140,1.78110,0.16030
demo,CATNAT,3,ZDDEF7C3-ZINCFBCC-ZVOLFBCB,1.79267,1.64465,0.14802
demo,CATNAT,3,ZDDEF7C3-ZINCFBCC-ZVOLFACA,1.69110,1.55147,0.13963
demo,CATNAT,3,ZDDEF7C3-ZINCFBCB-ZVOLFDCD,2.03739,1.86917,0.16822
demo,CATNAT,3,ZDDEF7C3-ZINCFBCB-ZVOLFCCC,1.93263,1.77305,0.15957
demo,CATNAT,3,ZDDEF7C3-ZINCFBCB-ZVOLFBCB,1.78389,1.63660,0.14729
demo,CATNAT,3,ZDDEF7C3-ZINCFBCB-ZVOLFACA,1.68232,1.54341,0.13891
demo,CATNAT,3,ZDDEF7C3-ZINCFBCA-ZVOLFDCD,2.00556,1.83996,0.16560
demo,CATNAT,3,ZDDEF7C3-ZINCFBCA-ZVOLFCCC,1.90079,1.74385,0.15695
demo,CATNAT,3,ZDDEF7C3-ZINCFBCA-ZVOLFBCB,1.75206,1.60740,0.14467
demo,CATNAT,3,ZDDEF7C3-ZINCFBCA-ZVOLFACA,1.65049,1.51421,0.13628
demo,CATNAT,3,ZDDEF7C3-ZINCFACC-ZVOLFDCD,2.09528,1.92227,0.17300
demo,CATNAT,3,ZDDEF7C3-ZINCFACC-ZVOLFCCC,1.99051,1.82616,0.16435
demo,CATNAT,3,ZDDEF7C3-ZINCFACC-ZVOLFBCB,1.84178,1.68971,0.15207
demo,CATNAT,3,ZDDEF7C3-ZINCFACC-ZVOLFACA,1.74021,1.59652,0.14369
demo,CATNAT,3,ZDDEF7C3-ZINCFACB-ZVOLFDCD,2.08534,1.91315,0.17218
demo,CATNAT,3,ZDDEF7C3-ZINCFACB-ZVOLFCCC,1.98057,1.81704,0.16353
demo,CATNAT,3,ZDDEF7C3-ZINCFACB-ZVOLFBCB,1.83184,1.68059,0.15125
demo,CATNAT,3,ZDDEF7C3-ZINCFACB-ZVOLFACA,1.73027,1.58740,0.14287
demo,CATNAT,3,ZDDEF7C3-ZINCFACA-ZVOLFDCD,2.04929,1.88008,0.16921
demo,CATNAT,3,ZDDEF7C3-ZINCFACA-ZVOLFCCC,1.94452,1.78397,0.16056
demo,CATNAT,3,ZDDEF7C3-ZINCFACA-ZVOLFBCB,1.79579,1.64752,0.14828
demo,CATNAT,3,ZDDEF7C3-ZINCFACA-ZVOLFACA,1.69422,1.55433,0.13989
demo,CATNAT,3,ZDDEF7C2-ZINCFBCC-ZVOLFDCD,1.96017,1.79832,0.16185
demo,CATNAT,3,ZDDEF7C2-ZINCFBCC-ZVOLFCCC,1.85541,1.70221,0.15320
demo,CATNAT,3,ZDDEF7C2-ZINCFBCC-ZVOLFBCB,1.70667,1.56576,0.14092
demo,CATNAT,3,ZDDEF7C2-ZINCFBCC-ZVOLFACA,1.60510,1.47257,0.13253
demo,CATNAT,3,ZDDEF7C2-ZINCFBCB-ZVOLFDCD,1.95139,1.79027,0.16112
demo,CATNAT,3,ZDDEF7C2-ZINCFBCB-ZVOLFCCC,1.84663,1.69415,0.15247
demo,CATNAT,3,ZDDEF7C2-ZINCFBCB-ZVOLFBCB,1.69790,1.55770,0.14019
demo,CATNAT,3,ZDDEF7C2-ZINCFBCB-ZVOLFACA,1.59632,1.46452,0.13181
demo,CATNAT,3,ZDDEF7C2-ZINCFBCA-ZVOLFDCD,1.91956,1.76107,0.15850
demo,CATNAT,3,ZDDEF7C2-ZINCFBCA-ZVOLFCCC,1.81480,1.66495,0.14985
demo,CATNAT,3,ZDDEF7C2-ZINCFBCA-ZVOLFBCB,1.66606,1.52850,0.13756
demo,CATNAT,3,ZDDEF7C2-ZINCFBCA-ZVOLFACA,1.56449,1.43531,0.12918
demo,CATNAT,3,ZDDEF7C2-ZINCFACC-ZVOLFDCD,2.00928,1.84338,0.16590
demo,CATNAT,3,ZDDEF7C2-ZINCFACC-ZVOLFCCC,1.90452,1.74726,0.15725
demo,CATNAT,3,ZDDEF7C2-ZINCFACC-ZVOLFBCB,1.75578,1.61081,0.14497
demo,CATNAT,3,ZDDEF7C2-ZINCFACC-ZVOLFACA,1.65421,1.51762,0.13659
demo,CATNAT,3,ZDDEF7C2-ZINCFACB-ZVOLFDCD,1.99934,1.83426,0.16508
demo,CATNAT,3,ZDDEF7C2-ZINCFACB-ZVOLFCCC,1.89457,1.73814,0.15643
demo,CATNAT,3,ZDDEF7C2-ZINCFACB-ZVOLFBCB,1.74584,1.60169,0.14415
demo,CATNAT,3,ZDDEF7C2-ZINCFACB-ZVOLFACA,1.64427,1.50850,0.13576
demo,CATNAT,3,ZDDEF7C2-ZINCFACA-ZVOLFDCD,1.96329,1.80119,0.16211
demo,CATNAT,3,ZDDEF7C2-ZINCFACA-ZVOLFCCC,1.85853,1.70507,0.15346
demo,CATNAT,3,ZDDEF7C2-ZINCFACA-ZVOLFBCB,1.70979,1.56862,0.14118
demo,CATNAT,3,ZDDEF7C2-ZINCFACA-ZVOLFACA,1.60822,1.47543,0.13279
demo,CATNAT,3,ZDDEF7C1-ZINCFBCC-ZVOLFDCD,1.84979,1.69705,0.15273
demo,CATNAT,3,ZDDEF7C1-ZINCFBCC-ZVOLFCCC,1.74502,1.60094,0.14408
demo,CATNAT,3,ZDDEF7C1-ZINCFBCC-ZVOLFBCB,1.59629,1.46449,0.13180
demo,CATNAT,3,ZDDEF7C1-ZINCFBCC-ZVOLFACA,1.49472,1.37130,0.12342
demo,CATNAT,3,ZDDEF7C1-ZINCFBCB-ZVOLFDCD,1.84101,1.68900,0.15201
demo,CATNAT,3,ZDDEF7C1-ZINCFBCB-ZVOLFCCC,1.73624,1.59288,0.14336
demo,CATNAT,3,ZDDEF7C1-ZINCFBCB-ZVOLFBCB,1.58751,1.45643,0.13108
demo,CATNAT,3,ZDDEF7C1-ZINCFBCB-ZVOLFACA,1.48594,1.36325,0.12269
